epoch,l1_loss,const_loss,discriminator_acc,font_classification_acc
1,0.08315878033638001,0.0008808512456016615,0.9254400342702865,0.146875
2,0.05232024028897286,0.0006165101326769218,0.7831377410888671,0.249375
3,0.04448232090100646,0.000516079861408798,0.8122098100185394,0.4496875
4,0.04098066756501794,0.0005845064959430601,0.7735395312309266,0.1715625
5,0.03780576825141907,0.000625908275396796,0.5862531864643097,0.3578125
