epoch,batch,d_loss,g_loss,l1_loss,const_loss,cat_loss
1,1,1.4150497913360596,90.31001281738281,84.71308898925781,2.9785706996917725,0.338955819606781
1,21,0.9772299528121948,23.54621124267578,21.632532119750977,0.00782797671854496,0.1612693965435028
1,41,0.78663569688797,23.273483276367188,21.735307693481445,0.015357056632637978,0.10596964508295059
1,61,0.8959846496582031,25.174528121948242,23.321081161499023,0.00752511341124773,0.09251874685287476
1,81,0.4758847951889038,24.92317008972168,21.891136169433594,0.006976427976042032,0.08693142235279083
1,101,0.42520982027053833,26.106178283691406,23.077768325805664,0.015603585168719292,0.08387608081102371
1,121,0.8494511842727661,23.004566192626953,21.528554916381836,0.009264751337468624,0.08207937330007553
1,141,0.5780273079872131,24.868947982788086,21.88640594482422,0.013679049909114838,0.08241166174411774
1,161,0.6066271662712097,22.367053985595703,19.660585403442383,0.011044750921428204,0.08102352172136307
1,181,0.4493112862110138,24.633487701416016,22.408924102783203,0.009097830392420292,0.0811825767159462
1,201,0.6766653060913086,24.051130294799805,22.19839096069336,0.018178727477788925,0.0800994262099266
1,221,0.5004099607467651,23.079721450805664,21.01508140563965,0.005747844465076923,0.08136720210313797
1,241,0.47714507579803467,29.10512924194336,25.27979850769043,0.011195641942322254,0.08115898817777634
1,261,0.5701974630355835,23.99799346923828,21.65934944152832,0.008667821995913982,0.08077903091907501
1,281,0.4488586187362671,23.702449798583984,21.26668930053711,0.007200147956609726,0.08078805357217789
1,301,0.5538488626480103,25.03318977355957,22.938610076904297,0.020138146355748177,0.08045414835214615
1,321,0.43137115240097046,25.457387924194336,22.378555297851562,0.006941334344446659,0.08089467138051987
1,341,0.3736659288406372,28.25783348083496,24.478927612304688,0.02689461037516594,0.08175693452358246
1,361,0.5639299154281616,24.150514602661133,21.81591033935547,0.018597573041915894,0.0817553848028183
1,381,0.53212571144104,30.045259475708008,26.202016830444336,0.020718472078442574,0.08150361478328705
1,401,0.4925079345703125,24.37957191467285,21.03936767578125,0.013569939881563187,0.0800706297159195
1,421,0.43917620182037354,26.58367919921875,22.416423797607422,0.008386394940316677,0.08106110990047455
1,441,0.7865689396858215,20.684650421142578,19.751752853393555,0.02081933245062828,0.08091145753860474
1,461,0.4517909586429596,21.540212631225586,18.63882827758789,0.011067609302699566,0.0817917063832283
1,481,0.43984806537628174,24.348369598388672,21.935977935791016,0.021302305161952972,0.08175061643123627
1,501,0.4024007022380829,25.267438888549805,21.88221549987793,0.015790533274412155,0.08199654519557953
1,521,0.5366064310073853,25.020526885986328,22.068056106567383,0.024660632014274597,0.08024423569440842
1,541,0.6900200247764587,25.533178329467773,21.294269561767578,0.01753484457731247,0.08031294494867325
1,561,0.6042375564575195,29.00292205810547,23.21210479736328,0.0086143733933568,0.08073677122592926
1,581,0.5603458285331726,24.34177017211914,21.820812225341797,0.011640983633697033,0.07956715673208237
1,601,0.41971835494041443,27.575345993041992,24.051673889160156,0.013941913843154907,0.08133159577846527
1,621,0.47997939586639404,25.395387649536133,22.5943660736084,0.008490744046866894,0.08064422756433487
1,641,0.44724786281585693,25.323843002319336,22.253406524658203,0.02354472130537033,0.08255108445882797
1,661,0.48248565196990967,20.982494354248047,18.518932342529297,0.010129714384675026,0.08030927181243896
1,681,0.6405320167541504,25.447322845458984,22.339126586914062,0.0334804505109787,0.08103454113006592
1,701,0.5107062458992004,27.37783432006836,24.048200607299805,0.028935756534337997,0.08043880015611649
1,721,0.6247600317001343,28.107452392578125,24.63724708557129,0.029891647398471832,0.08185648173093796
1,741,0.4692566394805908,26.796249389648438,23.76803207397461,0.019523579627275467,0.08200369775295258
1,761,0.5050221681594849,28.26801872253418,24.26908302307129,0.03460986912250519,0.08142741024494171
1,781,0.6600655317306519,24.650392532348633,23.0954532623291,0.026019876822829247,0.08078505843877792
1,801,0.44865670800209045,23.86409568786621,21.405202865600586,0.02518368512392044,0.08135688304901123
1,821,0.4794495105743408,26.042476654052734,23.53111457824707,0.039537690579891205,0.08050268143415451
1,841,0.4358873963356018,22.042320251464844,19.9161434173584,0.008088246919214725,0.08052477985620499
1,861,0.41872191429138184,25.54936408996582,22.158674240112305,0.012671049684286118,0.08094552904367447
1,881,0.4173305034637451,26.158950805664062,22.400686264038086,0.024169757962226868,0.07914108783006668
1,901,0.4794113039970398,24.757667541503906,22.053974151611328,0.04356950521469116,0.08118707686662674
1,921,0.589219868183136,23.849639892578125,21.131696701049805,0.08870803564786911,0.08072703331708908
1,941,0.4964433014392853,26.820703506469727,23.284587860107422,0.07928752154111862,0.08027242124080658
1,961,0.6898155212402344,24.831016540527344,21.890911102294922,0.055754005908966064,0.08031687885522842
1,981,0.5284069776535034,24.46216583251953,20.95248794555664,0.08897357434034348,0.08200143277645111
1,1001,0.6640912294387817,26.03111457824707,22.920000076293945,0.12111842632293701,0.08028320223093033
1,1021,0.7244018316268921,23.58614158630371,22.526254653930664,0.02822539582848549,0.08049651235342026
1,1041,0.548818051815033,23.793304443359375,21.240642547607422,0.0596594512462616,0.0809624120593071
1,1061,0.4324166774749756,27.51854705810547,24.412614822387695,0.028447184711694717,0.08128117024898529
1,1081,0.6861693263053894,20.474227905273438,18.99942970275879,0.11453519761562347,0.08002195507287979
1,1101,0.6599603891372681,23.445106506347656,21.616315841674805,0.13048848509788513,0.08007699996232986
1,1121,0.5795499086380005,20.984169006347656,19.494558334350586,0.05806412920355797,0.08093740791082382
1,1141,0.5388205051422119,25.436046600341797,22.37454605102539,0.12407273054122925,0.08082163333892822
1,1161,0.5822925567626953,22.623004913330078,20.030664443969727,0.051684655249118805,0.08051621168851852
1,1181,0.46722251176834106,22.464881896972656,19.612661361694336,0.03971337527036667,0.08089858293533325
1,1201,0.6797206997871399,17.704280853271484,16.163103103637695,0.031057994812726974,0.07971473783254623
1,1221,0.5519334077835083,20.75230598449707,18.544998168945312,0.0896497443318367,0.07996056973934174
1,1241,0.6243786215782166,20.324844360351562,18.644052505493164,0.029127534478902817,0.08042072504758835
1,1261,0.48484787344932556,21.973888397216797,19.392641067504883,0.016813768073916435,0.0809113085269928
1,1281,0.5328167676925659,25.132436752319336,21.877328872680664,0.00866494607180357,0.08084177225828171
1,1301,0.552554726600647,20.572477340698242,18.053844451904297,0.019593942910432816,0.08009793609380722
1,1321,0.5297046303749084,18.297948837280273,15.488311767578125,0.024888301268219948,0.0791444182395935
1,1341,0.4840221405029297,21.366518020629883,18.40439224243164,0.015522411093115807,0.08105281740427017
1,1361,0.5715432167053223,22.87076187133789,18.54602813720703,0.016514282673597336,0.08033329993486404
1,1381,0.6509357690811157,21.0395565032959,17.625730514526367,0.012562504038214684,0.07915277779102325
1,1401,1.1545867919921875,18.91135597229004,16.865583419799805,0.011211613193154335,0.08031990379095078
1,1421,0.5357620120048523,18.18136215209961,15.677011489868164,0.011538221500813961,0.07816015928983688
1,1441,0.5648362636566162,19.68956756591797,16.792783737182617,0.01993960700929165,0.0786406397819519
1,1461,0.5262587666511536,18.27796745300293,16.82415771484375,0.017609145492315292,0.0788557380437851
1,1481,0.4678286910057068,22.49374771118164,19.08978271484375,0.023222442716360092,0.07808859646320343
1,1501,0.5162550210952759,18.746505737304688,16.208637237548828,0.013920610770583153,0.07957710325717926
1,1521,0.7457224726676941,20.846708297729492,16.772825241088867,0.009857848286628723,0.07873127609491348
1,1541,0.5043947696685791,20.63895606994629,18.071138381958008,0.005422535352408886,0.08018442243337631
1,1561,0.4500541090965271,22.535659790039062,19.148609161376953,0.007294435519725084,0.08043704926967621
1,1581,0.5855717062950134,22.527406692504883,20.017179489135742,0.013313410803675652,0.08064017444849014
1,1601,0.7645923495292664,19.76183319091797,18.515945434570312,0.008585001341998577,0.078688845038414
1,1621,0.6042574644088745,17.952844619750977,15.82677936553955,0.008186118677258492,0.07920857518911362
1,1641,0.593194842338562,21.9196834564209,19.160547256469727,0.011821729131042957,0.08073535561561584
1,1661,0.6132214069366455,16.41158103942871,14.360671997070312,0.009802579879760742,0.07846914976835251
1,1681,0.543441891670227,20.044055938720703,16.977115631103516,0.007935130968689919,0.08035384863615036
1,1701,0.4993174076080322,21.4012451171875,18.528547286987305,0.007575047668069601,0.0788239985704422
1,1721,0.6370624899864197,16.583518981933594,14.44217586517334,0.0052141910418868065,0.07928095012903214
1,1741,0.5615853667259216,16.35188102722168,13.424912452697754,0.005859236232936382,0.07881825417280197
1,1761,0.5595071315765381,18.055517196655273,15.220293045043945,0.006341561675071716,0.07831666618585587
1,1781,0.5259533524513245,19.28813934326172,16.506040573120117,0.01821603626012802,0.07905953377485275
1,1801,0.5036776065826416,16.765792846679688,14.771217346191406,0.007145576179027557,0.07885205000638962
1,1821,0.6770980954170227,14.282049179077148,13.200458526611328,0.005966627039015293,0.07723243534564972
