epoch,l1_loss,const_loss,discriminator_acc,font_classification_acc
1,0.08315878033638001,0.0008808512456016615,0.9254400342702865,0.146875
2,0.05232024028897286,0.0006165101326769218,0.7831377410888671,0.249375
3,0.04448232090100646,0.000516079861408798,0.8122098100185394,0.4496875
4,0.04098066756501794,0.0005845064959430601,0.7735395312309266,0.1715625
5,0.03780576825141907,0.000625908275396796,0.5862531864643097,0.3578125
6,0.03515339117497206,0.0005265307263471186,0.8288424545526505,0.3028125
7,0.03430559415370226,0.0005718325576162897,0.8596811062097549,0.2278125
8,0.03364846479147673,0.0006368371774442494,0.8223915642499924,0.685625
9,0.033123382348567244,0.0005690658715320751,0.8493239599466323,0.4365625
10,0.03285936439409852,0.0006197312060976401,0.865570776462555,0.673125
11,0.031872004736214876,0.0005480971976066939,0.8398596715927124,0.5653125
12,0.031663166079670194,0.0006094321576529182,0.8315050810575485,0.5728125
13,0.03153471933677793,0.000545484620379284,0.8402168184518815,0.5046875
14,0.03129164570942521,0.0005908865685341879,0.7957110834121705,0.6659375
15,0.031189368795603512,0.0005925419411505573,0.804119884967804,0.553125
16,0.030811963099986316,0.0005898499800241552,0.847726383805275,0.564375
17,0.030834263265132902,0.0005540724116144702,0.8360012537240982,0.6353125
18,0.030691698864102362,0.0005888931197114289,0.7595567470788955,0.65375
19,0.030702652242034674,0.0005790325469570235,0.8400350612401962,0.63125
20,0.030601025708019734,0.000617805442889221,0.756135191321373,0.5803125
21,0.03042098805308342,0.0005663282246678136,0.8143462860584259,0.6278125
22,0.03045148938894272,0.0005837056617019698,0.8097448766231536,0.6390625
23,0.03044423511251807,0.0005926284784800373,0.8449585253000259,0.6615625
24,0.030382318142801523,0.0006245145606226288,0.8431377339363099,0.6540625
25,0.03075574988499284,0.0003907188997254707,0.8028603124618531,0.635
26,0.030756743904203177,0.0003756716803763993,0.8191900330781937,0.6453125
27,0.03082798335701227,0.0003629843771341257,0.8105867213010788,0.6525
28,0.030848053246736527,0.00033101447246735915,0.8287053406238556,0.665
29,0.030891368240118025,0.00033693030476570127,0.8161319988965988,0.64875
30,0.030865151565521956,0.0003269200728391297,0.815452789068222,0.6528125
31,0.030900599751621485,0.00032876640107133427,0.8008960294723511,0.648125
32,0.030901373513042927,0.00031181943559204227,0.802464907169342,0.6521875
33,0.030918089635670186,0.00031309180078096686,0.8040529173612595,0.6475
34,0.030921719316393138,0.0003124132587981876,0.800487864613533,0.6484375
35,0.030918065905570984,0.0003027092813863419,0.8110969227552414,0.6459375
36,0.03090571841225028,0.0003064331256609876,0.8012308472394943,0.651875
37,0.03093698950484395,0.00030359236203366893,0.8035267668962479,0.6553125
38,0.0309158506244421,0.0003075884349527769,0.8104272770881653,0.6521875
39,0.03093817036598921,0.000302586449397495,0.8028890120983124,0.65125
40,0.030944533087313174,0.00029947993709356524,0.8001211601495742,0.6490625
41,0.03095311714336276,0.0003000570410222281,0.8006249839067459,0.650625
42,0.03094698367640376,0.0002987818386463914,0.8002805978059768,0.6509375
